Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price,original_final_label,predicted_label
585,585,Call of Duty: Modern Warfare II,1938090,its bad on steam only I've been facing an issue nor steam or Activision helped me,81,73.95,2026-02-27 03:35:56,"50,000,000 .. 100,000,000","['Treyarch', 'Raven Software', 'Beenox', 'High Moon Studios', 'Sledgehammer Games', 'Infinity Ward', 'Activision Shanghai', 'Demonware']",['Activision'],['Action'],['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'HDR available']","Oct 27, 2022",,negative,negative
1568,1568,Warframe,230410,Fast paced chaos,16,9.033333333333331,2022-10-11 21:08:18,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",,positive,neutral
824,824,Grand Theft Auto V Legacy,271590,One of the best games OAT could play for an eternity. GTA 6 Probably wont be as generational as this but hey. Will always be my fav games to ever first experience.,163,11.0,2026-03-01 18:22:08,"50,000,000 .. 100,000,000",['Rockstar North'],['Rockstar Games'],"['Action', 'Adventure']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Apr 13, 2015",,positive,positive
507,507,Call of Duty: Modern Warfare II,1938090,god this game series is so ♥♥♥♥♥♥♥♥,35,196.0833333333333,2026-03-01 20:12:18,"50,000,000 .. 100,000,000","['Treyarch', 'Raven Software', 'Beenox', 'High Moon Studios', 'Sledgehammer Games', 'Infinity Ward', 'Activision Shanghai', 'Demonware']",['Activision'],['Action'],['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'HDR available']","Oct 27, 2022",,positive,positive
889,889,Grand Theft Auto V Legacy,271590,1. very good 2. dont play base game is boringgggggggggggggggggggggggggggggy unless online or lspdfr,99,21.25,2026-02-28 18:44:22,"50,000,000 .. 100,000,000",['Rockstar North'],['Rockstar Games'],"['Action', 'Adventure']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Apr 13, 2015",,negative,positive
70,70,Counter-Strike: Global Offensive,730,toooooooo good,14,27.5,2026-03-01 23:00:25,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",,positive,positive
1608,1608,ELDEN RING,1245620,"The best game about a ring, ever made",37,111.53333333333332,2026-03-01 23:11:53,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,positive,positive
1532,1532,Warframe,230410,Yes it is a good game there is so much to do.,45,237.4333333333333,2024-10-05 09:43:20,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",,positive,positive
247,247,PUBG: BATTLEGROUNDS,578080,очень крутая игра,17,1654.5833333333333,2026-02-22 21:25:11,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",,neutral,neutral
1450,1450,HELLDIVERS 2,553850,"I love this game, sadly it doesn't even work, it shuts down my pc everytime i try just playing it, or in the best of the cases it just barely works, what an UNDEMOCRATIC port (btw this is the only game that shuts down my pc, i even can play bodycam at 75 fps)",259,25.55,2026-03-01 21:05:18,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,negative,negative
212,212,PUBG: BATTLEGROUNDS,578080,Loot Die Loot Die,17,762.75,2026-02-28 04:09:34,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",,negative,negative
909,909,Left 4 Dead 2,550,yuh,3,4.583333333333333,2026-03-01 21:07:51,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,neutral,neutral
1741,1741,Terraria,105600,its really fun,14,7.35,2026-03-01 20:50:08,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0,positive,positive
1244,1244,War Thunder,236390,vary skill based with a vary high learning carve gind is worse than world of tanks,82,91.76666666666668,2025-02-08 23:35:20,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,negative,negative
1696,1696,ELDEN RING,1245620,This is the game of all time.,29,228.9,2026-03-01 00:36:30,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,positive,positive
1182,1182,Lost Ark,1599340,"Tbh, it’s one of the games with the best combat feel I’ve ever played. Especially when Slayer came out the character’s skills and sword were so satisfying that I could’ve turned all my alts into Slayers. But after a certain point, the game became unplayable because of gatekeeping. I quit about two years ago, but I wanted to come back and take a look.

But what I saw was the same thing again. The game was full of bots. When I last quit, it was pay-to-win, but now it has basically become pay-to-play. You literally can’t move without spending money. And you’re still forced to do your dailies with every character like some kind of slave. I don’t understand how a company can ignore its players this much. Even putting that aside, why are the bosses still so punishing? With this much gatekeeping and such a solid foundation for a great game, why not just make the game actually playable?

I mean, you can’t even find a group for the bosses you need to fight every week to upgrade certain items, sometimes spending hours, days, or even weeks trying. Some people just quit in the later stages because they don’t want to bother. The old raid is meaningless, the gameplay feels pointless. The sense of progression drops so much after a certain gear score that I can’t even find a single reason to keep playing this game.

Honestly, it’s one of the rare games with really great level and combat design in my eyes, but I think it will shut down eventually like New World, so I’d say don’t bother at all. Especially expecting anything reasonable from these developers is more pointless than just sitting at home and waiting for your GPU to evolve itself.",1651,1136.3666666666666,2025-11-27 21:42:22,"50,000,000 .. 100,000,000",['Smilegate RPG'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support']","Feb 11, 2022",,negative,positive
361,361,Palworld,1623730,pretty fun,10,93.86666666666666,2026-02-28 09:00:27,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,positive,positive
1473,1473,HELLDIVERS 2,553850,FOR SUPER EARTH!!!!!!!!!,24,42.05,2026-03-01 19:19:42,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,positive,positive
678,678,New World: Aeternum,1063730,Great game for both casual and hardcore players! Wish it wasn't coming to an end.,81,213.6,2026-02-12 05:27:08,"50,000,000 .. 100,000,000",['Amazon Game Studios'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support']","Sep 28, 2021",,positive,positive
1621,1621,ELDEN RING,1245620,"try fingers, but hole",21,817.35,2026-03-01 20:34:22,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,neutral,neutral
1089,1089,Unturned,304930,Great game but play on gravity semi RP (best server),52,1158.7166666666667,2023-01-10 23:15:55,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",,positive,positive
1987,1987,Wallpaper Engine,431960,Good free Static and Dynamic backgrounds. Works with little to no issue :thumbsup:,82,12.766666666666667,2026-03-01 01:41:49,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0,positive,positive
1847,1847,Path of Exile 2,2694490,Gotta love when the devs slowly remove everything fun about a game and just leave a meaningless incrimental number grind behind,127,375.45,2026-02-27 15:51:54,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0,negative,negative
987,987,Left 4 Dead 2,550,I love this game and it still is very good and fun after all these years,72,12.883333333333333,2026-02-28 11:26:37,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,positive,positive
1512,1512,Warframe,230410,Its a good game with great scenarios and mission,48,46.48333333333333,2025-07-28 03:34:04,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",,positive,positive
111,111,Apex Legends,1172470,jhhhghhhhhhhhhhh i hate reviews vsv rfvg zdsrfg        z               z z z z z z z z z z z z z z z z z z z z,110,122.13333333333334,2025-09-11 02:31:08,"100,000,000 .. 200,000,000",['Respawn'],['Electronic Arts'],"['Action', 'Adventure', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input']","Nov 4, 2020",,negative,negative
1487,1487,HELLDIVERS 2,553850,DEMOCRACY !!!,13,38.03333333333333,2026-03-01 18:13:00,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,neutral,neutral
1453,1453,HELLDIVERS 2,553850,"Game is fun, mainly if you have friends, solo is kinda tough.",61,24.98333333333333,2026-03-01 20:45:37,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,positive,positive
383,383,Palworld,1623730,Always something to do. Good for those who enjoy adventure and building,71,73.16666666666667,2026-02-27 20:48:55,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,positive,positive
1395,1395,Monster Hunter Wilds,2246340,"I have played every Monster Hunter games since tri. I love Monster Hunter games, I love the challenge, I love seeing the monsters ""live"" in the enviroments, I love the weapons and the combat, the cooking, the online community. We had wholesome and hard hunts in mh4u, even when none of us could talk to eachother, cause no one in the lobby could speak english.

MH: Wilds is by far the worst and least enjoyable MH game I have ever played. MH: Online was better than this, And I can't read chinese. I didn't know what was happening half the time.

The combat is great. IMO the graphics are really nice. I think the Seikret is a good addition and the areas are great.

But this is not a true MH game. It feels like Final Fantasy, painted in MH colours. I don't want to disable items, I want to throw them out of the inventory! The story is incredibly annoying. We lost the MH language and the palico can SHUT UP for all I care.
And the worst of it is the Gogamizos fight. It's an easy battle, but the dps check is completely unnecessary. Yes, we had DPS checks in all games. Yes its an established thing in the MH games, but it was always something special. In mh4u, you could at least scale the walls during the ultimate attack, you got cannons and railways and it felt like something was at stake.

And worst of all, this game runs badly. If you want an MH game to play, go play World.",1386,141.41666666666666,2026-02-28 12:20:34,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0,negative,positive
1054,1054,Unturned,304930,amazing and now a nostalgic game to me! have played since the Alpha when there wasnt much in the game and only one map to play!,127,26.6,2023-11-21 22:51:22,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",,positive,positive
755,755,Black Myth: Wukong,2358720,"At first it is a really tough game but after you get through the first chapter, it is extremely rewarding and satisfying. The story is excellent as it follows Chinese mythology and the combat system is unlike any game I have personally played. I believe this game is one of the best games I have played in a really long time. Would 10/10 recommend.",348,49.3,2026-02-28 16:59:56,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0,positive,positive
324,324,Palworld,1623730,gud,3,93.5,2026-03-01 10:47:23,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,neutral,positive
1623,1623,ELDEN RING,1245620,uhh this game makes me mad,26,3.7666666666666666,2026-03-01 20:01:42,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,negative,negative
787,787,Black Myth: Wukong,2358720,One of best game I ever played.,31,78.51666666666667,2026-02-27 15:00:45,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0,positive,positive
368,368,Palworld,1623730,"hi
",4,87.01666666666667,2026-02-28 03:47:57,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,neutral,neutral
1819,1819,Path of Exile 2,2694490,Johnathan,9,1132.4833333333331,2026-03-01 05:04:49,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0,neutral,neutral
69,69,Counter-Strike: Global Offensive,730,"I can't stop.

HELP.",22,1301.1166666666666,2026-03-01 23:01:47,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",,positive,neutral
857,857,Grand Theft Auto V Legacy,271590,.,1,86.85,2026-03-01 06:50:25,"50,000,000 .. 100,000,000",['Rockstar North'],['Rockstar Games'],"['Action', 'Adventure']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Apr 13, 2015",,neutral,neutral
1483,1483,HELLDIVERS 2,553850,FOR SUPEREARTH!!,16,104.03333333333332,2026-03-01 18:42:16,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,neutral,positive
1555,1555,Warframe,230410,Grinding constantly enjoyable,29,287.1333333333333,2023-08-27 18:57:33,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",,positive,positive
1691,1691,ELDEN RING,1245620,"Malenia and Ranni are both so bad and they both get me rock hard
",66,38.03333333333333,2026-03-01 01:13:03,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,negative,negative
